ResponseID,ExtendedSessionID,UserID,ScenarioOrder,Intervention,PedPed,Barrier,CrossingSignal,AttributeLevel,ScenarioTypeStrict,ScenarioType,DefaultChoice,NonDefaultChoice,DefaultChoiceIsOmission,NumberOfCharacters,DiffNumberOFCharacters,Saved,Template,DescriptionShown,LeftHand,UserCountry3,Review_age,Review_education,Review_gender,Review_income,Review_political,Review_religious,political_category
2HwAKwXqrKvZyJhsc,-2012891657_1879557385493255.0,1879557385493260.0,13,0,1,0,2,Low,Social Status,Social Status,High,Low,0.0,2,0,0,Desktop,0.0,0.0,USA,73.0,graduate,male,50000,0.1,0.02,1
2brAxKErPv943iKXF,-2012891657_1879557385493255.0,1879557385493260.0,3,0,0,0,2,Pets,Species,Species,Hoomans,Pets,0.0,2,0,0,Desktop,0.0,0.0,USA,73.0,graduate,male,50000,0.1,0.02,1
2wBfsTotfHKTddid4,-2012891657_1879557385493255.0,1879557385493260.0,11,0,0,1,0,Fit,Fitness,Fitness,Fit,Fat,1.0,2,0,0,Desktop,0.0,1.0,USA,73.0,graduate,male,50000,0.1,0.02,1
DaFYAj2YYgTd2Jfr6,-2012891657_1879557385493255.0,1879557385493260.0,2,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,1,1,Desktop,0.0,0.0,USA,73.0,graduate,male,50000,0.1,0.02,1
GrLeA2dGttYWmWwWR,-2012891657_1879557385493255.0,1879557385493260.0,4,0,1,0,0,Fat,Fitness,Fitness,Fit,Fat,0.0,3,0,0,Desktop,0.0,0.0,USA,73.0,graduate,male,50000,0.1,0.02,1
Neo5tAhK8ykL8euiS,-2012891657_1879557385493255.0,1879557385493260.0,8,0,1,0,0,Old,Age,Age,Young,Old,0.0,1,0,0,Desktop,0.0,0.0,USA,73.0,graduate,male,50000,0.1,0.02,1
SXh2TsbxfLSSpBhRY,-2012891657_1879557385493255.0,1879557385493260.0,12,0,0,0,1,Rand,Random,Random,,,,4,0,0,Desktop,0.0,0.0,USA,73.0,graduate,male,50000,0.1,0.02,1
c24paDPfYcCZHBLpK,-2012891657_1879557385493255.0,1879557385493260.0,7,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0.0,4,0,0,Desktop,0.0,1.0,USA,73.0,graduate,male,50000,0.1,0.02,1
d4JbawhwguqeDMHZf,-2012891657_1879557385493255.0,1879557385493260.0,5,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,4,1,0,Desktop,0.0,1.0,USA,73.0,graduate,male,50000,0.1,0.02,1
qyq3npiL4DTGKqg2i,-2012891657_1879557385493255.0,1879557385493260.0,9,0,1,0,2,Male,Gender,Gender,Male,Female,1.0,1,0,1,Desktop,0.0,0.0,USA,73.0,graduate,male,50000,0.1,0.02,1
rPTEQEaCw5fJFqbXk,-2012891657_1879557385493255.0,1879557385493260.0,1,0,1,0,1,Young,Age,Age,Young,Old,1.0,4,0,1,Desktop,0.0,1.0,USA,73.0,graduate,male,50000,0.1,0.02,1
zLZTbu4HSq79PrkPL,-2012891657_1879557385493255.0,1879557385493260.0,10,0,1,0,0,Male,Gender,Gender,Male,Female,1.0,4,0,1,Desktop,0.0,0.0,USA,73.0,graduate,male,50000,0.1,0.02,1
5zxi5Wqz8YeuzJD3o,-2003819805_7745404736956409.0,7745404736956410.0,10,0,0,0,1,Female,Gender,Gender,Male,Female,0.0,4,0,0,Mobile,0.0,0.0,ITA,27.0,graduate,male,15000,0.03,0.5,1
6Kowzhvx9uREYx93a,-2003819805_7745404736956409.0,7745404736956410.0,7,0,0,1,0,Female,Gender,Gender,Male,Female,0.0,3,0,0,Mobile,0.0,0.0,ITA,27.0,graduate,male,15000,0.03,0.5,1
72tZQXyniD3CXJ9dK,-2003819805_7745404736956409.0,7745404736956410.0,12,0,0,0,0,Hoomans,Species,Species,Hoomans,Pets,1.0,2,0,0,Mobile,0.0,0.0,ITA,27.0,graduate,male,15000,0.03,0.5,1
7XYNC9WayS9kAZYxr,-2003819805_7745404736956409.0,7745404736956410.0,1,0,0,0,0,Fat,Fitness,Fitness,Fit,Fat,0.0,5,0,0,Mobile,0.0,1.0,ITA,27.0,graduate,male,15000,0.03,0.5,1
HzsoaH3b5oX93TvfA,-2003819805_7745404736956409.0,7745404736956410.0,4,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0.0,4,0,0,Mobile,0.0,1.0,ITA,27.0,graduate,male,15000,0.03,0.5,1
QRgWNiXrTBQya2gRg,-2003819805_7745404736956409.0,7745404736956410.0,13,0,0,1,0,Less,Utilitarian,Utilitarian,More,Less,0.0,3,2,1,Mobile,0.0,1.0,ITA,27.0,graduate,male,15000,0.03,0.5,1
We9ZmqfcgYLau6Lic,-2003819805_7745404736956409.0,7745404736956410.0,3,0,0,1,0,Low,Social Status,Social Status,High,Low,0.0,1,0,0,Mobile,0.0,1.0,ITA,27.0,graduate,male,15000,0.03,0.5,1
dB98Sx6DGp2H7AxfJ,-2003819805_7745404736956409.0,7745404736956410.0,8,0,0,1,0,Rand,Random,Random,,,,5,4,0,Mobile,0.0,1.0,ITA,27.0,graduate,male,15000,0.03,0.5,1
gZ7iJDjsJsgLaK6Qp,-2003819805_7745404736956409.0,7745404736956410.0,9,0,1,0,2,Fat,Fitness,Fitness,Fit,Fat,0.0,3,0,0,Mobile,0.0,0.0,ITA,27.0,graduate,male,15000,0.03,0.5,1
mQJjtbbRRCFKAZDzL,-2003819805_7745404736956409.0,7745404736956410.0,6,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,4,0,Mobile,0.0,1.0,ITA,27.0,graduate,male,15000,0.03,0.5,1
sPMH5srZPA5eZ4XLD,-2003819805_7745404736956409.0,7745404736956410.0,2,0,0,1,0,Young,Age,Age,Young,Old,1.0,5,0,0,Mobile,0.0,0.0,ITA,27.0,graduate,male,15000,0.03,0.5,1
tbt5mAcSvGeQNpQt7,-2003819805_7745404736956409.0,7745404736956410.0,5,0,0,0,2,Old,Age,Age,Young,Old,0.0,4,0,0,Mobile,0.0,0.0,ITA,27.0,graduate,male,15000,0.03,0.5,1
7wdr6dgaZR7pnP4PX,-1975874714_7352202809822450.0,7352202809822450.0,9,0,0,0,0,Hoomans,Species,Species,Hoomans,Pets,1.0,1,0,1,Desktop,1.0,1.0,USA,56.0,bachelor,female,80000,0.06,0.85,1
BoKgu424igKCNEkbY,-1975874714_7352202809822450.0,7352202809822450.0,5,0,0,1,0,Female,Gender,Gender,Male,Female,0.0,2,0,0,Desktop,1.0,1.0,USA,56.0,bachelor,female,80000,0.06,0.85,1
Snb9eqhxdYMGmzxqY,-1975874714_7352202809822450.0,7352202809822450.0,12,0,0,1,0,Young,Age,Age,Young,Old,1.0,4,0,0,Desktop,0.0,1.0,USA,56.0,bachelor,female,80000,0.06,0.85,1
SoLnWBfbbbWjmaefc,-1975874714_7352202809822450.0,7352202809822450.0,13,0,1,0,2,Rand,Random,Random,,,,2,2,0,Desktop,0.0,1.0,USA,56.0,bachelor,female,80000,0.06,0.85,1
WC5mhb439rFRtoXsQ,-1975874714_7352202809822450.0,7352202809822450.0,10,0,0,0,2,Female,Gender,Gender,Male,Female,0.0,5,0,0,Desktop,1.0,0.0,USA,56.0,bachelor,female,80000,0.06,0.85,1
acYq4KJYSzZS6XgPo,-1975874714_7352202809822450.0,7352202809822450.0,1,0,1,0,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,3,1,Desktop,1.0,1.0,USA,56.0,bachelor,female,80000,0.06,0.85,1
kdftov3WnSttpMZdC,-1975874714_7352202809822450.0,7352202809822450.0,4,0,1,0,0,Hoomans,Species,Species,Hoomans,Pets,1.0,1,0,1,Desktop,1.0,1.0,USA,56.0,bachelor,female,80000,0.06,0.85,1
og2Kozpcn35bcYnCb,-1975874714_7352202809822450.0,7352202809822450.0,11,0,0,0,2,Low,Social Status,Social Status,High,Low,0.0,2,0,1,Desktop,0.0,1.0,USA,56.0,bachelor,female,80000,0.06,0.85,1
rDzqKgweDF59N3SRk,-1975874714_7352202809822450.0,7352202809822450.0,7,0,1,0,2,Less,Utilitarian,Utilitarian,More,Less,0.0,3,2,0,Desktop,0.0,1.0,USA,56.0,bachelor,female,80000,0.06,0.85,1
so7S74o56pYCLHbEJ,-1975874714_7352202809822450.0,7352202809822450.0,3,0,1,0,2,Young,Age,Age,Young,Old,1.0,3,0,0,Desktop,0.0,1.0,USA,56.0,bachelor,female,80000,0.06,0.85,1
uNGPQyWHuSToK6RCd,-1975874714_7352202809822450.0,7352202809822450.0,6,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,4,0,0,Desktop,1.0,0.0,USA,56.0,bachelor,female,80000,0.06,0.85,1
wGqaJaoy8rnmWr5kp,-1975874714_7352202809822450.0,7352202809822450.0,2,0,1,0,2,Fat,Fitness,Fitness,Fit,Fat,0.0,2,0,0,Desktop,1.0,1.0,USA,56.0,bachelor,female,80000,0.06,0.85,1
TNy4CZ3cvriK2qr2D,-1963898398_4490462650927413.0,4490462650927410.0,10,0,0,0,0,Hoomans,Species,Species,Hoomans,Pets,1.0,3,0,1,Desktop,1.0,0.0,USA,17.0,high,male,under5000,0.17,1.0,1
WRdvoCbrq5xMJFicC,-1963898398_4490462650927413.0,4490462650927410.0,9,0,1,0,1,Male,Gender,Gender,Male,Female,1.0,3,0,1,Desktop,1.0,0.0,USA,17.0,high,male,under5000,0.17,1.0,1
bhMbucG686pj7fiLS,-1963898398_4490462650927413.0,4490462650927410.0,5,0,0,1,0,Rand,Random,Random,,,,5,0,0,Desktop,1.0,1.0,USA,17.0,high,male,under5000,0.17,1.0,1
fn4EAn6pGEgCmnmxX,-1963898398_4490462650927413.0,4490462650927410.0,1,0,0,0,2,More,Utilitarian,Utilitarian,More,Less,1.0,5,2,1,Desktop,1.0,1.0,USA,17.0,high,male,under5000,0.17,1.0,1
j4xnxrnLLQnYjKPp4,-1963898398_4490462650927413.0,4490462650927410.0,4,0,1,0,0,Old,Age,Age,Young,Old,0.0,5,0,0,Desktop,1.0,1.0,USA,17.0,high,male,under5000,0.17,1.0,1
n9puYcmXEtXES7Edi,-1963898398_4490462650927413.0,4490462650927410.0,3,0,1,0,2,Fat,Fitness,Fitness,Fit,Fat,0.0,4,0,0,Desktop,1.0,0.0,USA,17.0,high,male,under5000,0.17,1.0,1
oiwHkxf5nmTWDLmxr,-1963898398_4490462650927413.0,4490462650927410.0,13,0,1,0,2,Pets,Species,Species,Hoomans,Pets,0.0,1,0,0,Desktop,1.0,0.0,USA,17.0,high,male,under5000,0.17,1.0,1
uuK2XNfupwE3JkBSu,-1963898398_4490462650927413.0,4490462650927410.0,8,0,1,0,1,Fat,Fitness,Fitness,Fit,Fat,0.0,2,0,1,Desktop,1.0,1.0,USA,17.0,high,male,under5000,0.17,1.0,1
v8a8ZwzBGkZBXy9sN,-1963898398_4490462650927413.0,4490462650927410.0,12,0,0,1,0,Old,Age,Age,Young,Old,0.0,4,0,1,Desktop,1.0,0.0,USA,17.0,high,male,under5000,0.17,1.0,1
zhTnj93BowTZqFZFz,-1963898398_4490462650927413.0,4490462650927410.0,7,0,1,0,2,Male,Gender,Gender,Male,Female,1.0,3,0,0,Desktop,1.0,0.0,USA,17.0,high,male,under5000,0.17,1.0,1
znBhkjt4PZNELrkKT,-1963898398_4490462650927413.0,4490462650927410.0,2,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,2,1,Desktop,1.0,0.0,USA,17.0,high,male,under5000,0.17,1.0,1
2Axo354YSBY8eoDfj,-1940578392_4044003151698569.0,4044003151698570.0,4,0,0,0,1,Rand,Random,Random,,,,1,2,0,Desktop,0.0,1.0,RUS,28.0,graduate,male,10000,0.1,0.73,1
3kWhzbw26xH5JM5t4,-1940578392_4044003151698569.0,4044003151698570.0,7,0,1,0,2,Old,Age,Age,Young,Old,0.0,1,0,0,Desktop,0.0,0.0,RUS,28.0,graduate,male,10000,0.1,0.73,1
KTa2gieJJmNuqnq49,-1940578392_4044003151698569.0,4044003151698570.0,6,0,1,0,0,Old,Age,Age,Young,Old,0.0,1,0,0,Desktop,0.0,0.0,RUS,28.0,graduate,male,10000,0.1,0.73,1
QqRYaNsPT9yDsM3bj,-1940578392_4044003151698569.0,4044003151698570.0,10,0,0,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,4,0,1,Desktop,1.0,0.0,RUS,28.0,graduate,male,10000,0.1,0.73,1
S8uk5DkSCH3du24KF,-1940578392_4044003151698569.0,4044003151698570.0,5,0,1,0,2,More,Utilitarian,Utilitarian,More,Less,1.0,5,3,1,Desktop,1.0,0.0,RUS,28.0,graduate,male,10000,0.1,0.73,1
Tn8Rphh5Nfiu6YJp2,-1940578392_4044003151698569.0,4044003151698570.0,3,0,0,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,4,1,1,Desktop,1.0,0.0,RUS,28.0,graduate,male,10000,0.1,0.73,1
ZvacbgLMh6cfczZwP,-1940578392_4044003151698569.0,4044003151698570.0,13,0,0,0,2,Fit,Fitness,Fitness,Fit,Fat,1.0,3,0,0,Desktop,0.0,1.0,RUS,28.0,graduate,male,10000,0.1,0.73,1
bYqDaQeYaoDX5heom,-1940578392_4044003151698569.0,4044003151698570.0,1,0,1,0,1,Female,Gender,Gender,Male,Female,0.0,2,0,1,Desktop,1.0,1.0,RUS,28.0,graduate,male,10000,0.1,0.73,1
bqB5NoD96suMkHi8n,-1940578392_4044003151698569.0,4044003151698570.0,12,0,0,1,0,Female,Gender,Gender,Male,Female,0.0,2,0,0,Desktop,1.0,1.0,RUS,28.0,graduate,male,10000,0.1,0.73,1
kMmp3kCTfXfhb9xBt,-1940578392_4044003151698569.0,4044003151698570.0,8,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0.0,3,0,0,Desktop,0.0,0.0,RUS,28.0,graduate,male,10000,0.1,0.73,1
sidQem8XKaTbeu6z8,-1940578392_4044003151698569.0,4044003151698570.0,9,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0.0,4,0,0,Desktop,0.0,1.0,RUS,28.0,graduate,male,10000,0.1,0.73,1
5kNvR3hSAfYP87Jvr,-1936791038_9384558804863746.0,9384558804863750.0,12,0,0,1,0,Female,Gender,Gender,Male,Female,0.0,5,0,0,Desktop,0.0,0.0,FRA,19.0,college,male,under5000,0.13,0.14,1
6pr7vcCAGvnjLNizB,-1936791038_9384558804863746.0,9384558804863750.0,4,0,0,0,2,Pets,Species,Species,Hoomans,Pets,0.0,5,0,0,Desktop,0.0,1.0,FRA,19.0,college,male,under5000,0.13,0.14,1
9vKXG42EYeHX98voD,-1936791038_9384558804863746.0,9384558804863750.0,5,0,0,0,0,Male,Gender,Gender,Male,Female,1.0,2,0,1,Desktop,0.0,1.0,FRA,19.0,college,male,under5000,0.13,0.14,1
DSp9c8nBxuyDBHPRo,-1936791038_9384558804863746.0,9384558804863750.0,1,0,0,0,2,Fat,Fitness,Fitness,Fit,Fat,0.0,2,0,1,Desktop,0.0,1.0,FRA,19.0,college,male,under5000,0.13,0.14,1
LciRpqqfPgjELxePK,-1936791038_9384558804863746.0,9384558804863750.0,2,0,1,0,2,More,Utilitarian,Utilitarian,More,Less,1.0,5,3,0,Desktop,0.0,1.0,FRA,19.0,college,male,under5000,0.13,0.14,1
PeXdGmSDhqJAe3upn,-1936791038_9384558804863746.0,9384558804863750.0,13,0,1,0,1,Less,Utilitarian,Utilitarian,More,Less,0.0,4,1,1,Desktop,0.0,1.0,FRA,19.0,college,male,under5000,0.13,0.14,1
SKW3CNevpKtYfxFdi,-1936791038_9384558804863746.0,9384558804863750.0,6,0,0,1,0,Rand,Random,Random,,,,4,3,0,Desktop,0.0,0.0,FRA,19.0,college,male,under5000,0.13,0.14,1
ZERBTdm8xuQYGk4tP,-1936791038_9384558804863746.0,9384558804863750.0,7,0,1,0,2,Young,Age,Age,Young,Old,1.0,3,0,0,Desktop,0.0,1.0,FRA,19.0,college,male,under5000,0.13,0.14,1
aPB2TbPxWfHBSiSYT,-1936791038_9384558804863746.0,9384558804863750.0,8,0,1,0,0,Young,Age,Age,Young,Old,1.0,3,0,0,Desktop,0.0,1.0,FRA,19.0,college,male,under5000,0.13,0.14,1
br6tCMrX52fKvkTDC,-1936791038_9384558804863746.0,9384558804863750.0,9,0,0,0,0,Pets,Species,Species,Hoomans,Pets,0.0,4,0,0,Desktop,0.0,0.0,FRA,19.0,college,male,under5000,0.13,0.14,1
pTw97CkxK2vXFXXFf,-1936791038_9384558804863746.0,9384558804863750.0,3,0,0,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,1,0,1,Desktop,0.0,0.0,FRA,19.0,college,male,under5000,0.13,0.14,1
2Kr6YQT5Z73Xu3XaJ,-1921758090_7683975606372295.0,7683975606372300.0,2,0,0,0,2,Old,Age,Age,Young,Old,0.0,3,0,0,Desktop,1.0,1.0,RUS,23.0,bachelor,male,under5000,0.15,0.12,1
B2RumK5xHtK869QeK,-1921758090_7683975606372295.0,7683975606372300.0,9,0,0,1,0,Old,Age,Age,Young,Old,0.0,5,0,0,Desktop,0.0,0.0,RUS,23.0,bachelor,male,under5000,0.15,0.12,1
CsswgDWqu3ZYeKTxQ,-1921758090_7683975606372295.0,7683975606372300.0,10,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,1,0,1,Desktop,1.0,1.0,RUS,23.0,bachelor,male,under5000,0.15,0.12,1
N43YTDgrbStJxnAqJ,-1921758090_7683975606372295.0,7683975606372300.0,5,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0.0,4,0,0,Desktop,1.0,1.0,RUS,23.0,bachelor,male,under5000,0.15,0.12,1
Pu6bfCcSR5PCqHpEr,-1921758090_7683975606372295.0,7683975606372300.0,11,0,0,1,0,Rand,Random,Random,,,,5,0,0,Desktop,1.0,1.0,RUS,23.0,bachelor,male,under5000,0.15,0.12,1
e8MGhHDxtf9epCyjK,-1921758090_7683975606372295.0,7683975606372300.0,7,0,1,0,0,Male,Gender,Gender,Male,Female,1.0,4,0,0,Desktop,1.0,1.0,RUS,23.0,bachelor,male,under5000,0.15,0.12,1
fvPGZJyMf4sbBQkkm,-1921758090_7683975606372295.0,7683975606372300.0,13,0,0,1,0,Male,Gender,Gender,Male,Female,1.0,2,0,0,Desktop,0.0,0.0,RUS,23.0,bachelor,male,under5000,0.15,0.12,1
jeTfdSMT6pRw9wKBF,-1921758090_7683975606372295.0,7683975606372300.0,4,0,1,0,0,Fat,Fitness,Fitness,Fit,Fat,0.0,2,0,0,Desktop,1.0,1.0,RUS,23.0,bachelor,male,under5000,0.15,0.12,1
r4YeaQtMtymbZPTGG,-1921758090_7683975606372295.0,7683975606372300.0,6,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0.0,5,0,0,Desktop,0.0,0.0,RUS,23.0,bachelor,male,under5000,0.15,0.12,1
vmtaFXXF8eNpqJr2R,-1921758090_7683975606372295.0,7683975606372300.0,8,0,1,0,1,More,Utilitarian,Utilitarian,More,Less,1.0,5,2,1,Desktop,1.0,0.0,RUS,23.0,bachelor,male,under5000,0.15,0.12,1
zHkfY2TzwRpRCHuNh,-1921758090_7683975606372295.0,7683975606372300.0,12,0,1,0,2,More,Utilitarian,Utilitarian,More,Less,1.0,5,2,1,Desktop,1.0,1.0,RUS,23.0,bachelor,male,under5000,0.15,0.12,1
2Rec2J3SZAzfPzpWx,-1920540588_4346975861117244.0,4346975861117240.0,13,0,0,0,1,Pets,Species,Species,Hoomans,Pets,0.0,3,0,0,Mobile,0.0,0.0,PER,42.0,bachelor,male,15000,0.03,0.21,1
6FrgJFjNzLSyikpoF,-1920540588_4346975861117244.0,4346975861117240.0,6,0,0,0,0,Female,Gender,Gender,Male,Female,0.0,5,0,1,Mobile,0.0,0.0,PER,42.0,bachelor,male,15000,0.03,0.21,1
6YFPyfj2ZzmKzQT5L,-1920540588_4346975861117244.0,4346975861117240.0,12,0,1,0,1,Fit,Fitness,Fitness,Fit,Fat,1.0,3,0,0,Mobile,0.0,1.0,PER,42.0,bachelor,male,15000,0.03,0.21,1
8rQdeRe3SuyGYR4S5,-1920540588_4346975861117244.0,4346975861117240.0,1,0,1,0,2,More,Utilitarian,Utilitarian,More,Less,1.0,5,2,1,Mobile,0.0,1.0,PER,42.0,bachelor,male,15000,0.03,0.21,1
ASp57wAdeYmJF3xvD,-1920540588_4346975861117244.0,4346975861117240.0,9,0,1,0,1,Hoomans,Species,Species,Hoomans,Pets,1.0,2,0,1,Mobile,0.0,0.0,PER,42.0,bachelor,male,15000,0.03,0.21,1
KLeNbfPHRNGNybmjs,-1920540588_4346975861117244.0,4346975861117240.0,8,0,0,1,0,Male,Gender,Gender,Male,Female,1.0,1,0,1,Mobile,0.0,1.0,PER,42.0,bachelor,male,15000,0.03,0.21,1
R4R6T27dWj9H7CdTu,-1920540588_4346975861117244.0,4346975861117240.0,10,0,1,0,2,Young,Age,Age,Young,Old,1.0,5,0,1,Mobile,1.0,0.0,PER,42.0,bachelor,male,15000,0.03,0.21,1
bY6sXFbarD5czKJ37,-1920540588_4346975861117244.0,4346975861117240.0,7,0,1,0,2,Rand,Random,Random,,,,5,4,1,Mobile,0.0,1.0,PER,42.0,bachelor,male,15000,0.03,0.21,1
pGeLBWZGmcwnyQwvs,-1920540588_4346975861117244.0,4346975861117240.0,2,0,1,0,0,Rand,Age,Random,,,,2,0,0,Mobile,0.0,0.0,PER,42.0,bachelor,male,15000,0.03,0.21,1
txk2uE4XqqqshPsbf,-1920540588_4346975861117244.0,4346975861117240.0,5,0,1,0,2,Low,Social Status,Social Status,High,Low,0.0,5,0,0,Mobile,0.0,1.0,PER,42.0,bachelor,male,15000,0.03,0.21,1
whx29rKMg82yS9PxJ,-1920540588_4346975861117244.0,4346975861117240.0,4,0,0,0,2,More,Utilitarian,Utilitarian,More,Less,1.0,5,1,0,Mobile,0.0,1.0,PER,42.0,bachelor,male,15000,0.03,0.21,1
y6SQTsps8gJhxCwet,-1920540588_4346975861117244.0,4346975861117240.0,11,0,0,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,5,0,0,Mobile,1.0,1.0,PER,42.0,bachelor,male,15000,0.03,0.21,1
2YPSW2BqAqG57fmfL,-1885750308_2291080717025430.0,2291080717025430.0,8,0,1,0,2,Male,Gender,Gender,Male,Female,1.0,2,0,0,Desktop,1.0,1.0,TUR,25.0,high,male,50000,0.17,0.0,1
4GKGHtG4rFbSKtXbi,-1885750308_2291080717025430.0,2291080717025430.0,2,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,3,0,1,Desktop,1.0,0.0,TUR,25.0,high,male,50000,0.17,0.0,1
CmeGX5WdKrjSMMN9B,-1885750308_2291080717025430.0,2291080717025430.0,11,0,0,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,4,1,0,Desktop,1.0,0.0,TUR,25.0,high,male,50000,0.17,0.0,1
DronAHcMFTzQ5bfoc,-1885750308_2291080717025430.0,2291080717025430.0,9,0,0,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,2,3,0,Desktop,1.0,1.0,TUR,25.0,high,male,50000,0.17,0.0,1
McpLnGbpjmMfgY2HG,-1885750308_2291080717025430.0,2291080717025430.0,10,0,0,0,0,Pets,Species,Species,Hoomans,Pets,0.0,4,0,0,Desktop,1.0,1.0,TUR,25.0,high,male,50000,0.17,0.0,1
RCtoH2Qx9hd7QxgsA,-1885750308_2291080717025430.0,2291080717025430.0,6,0,1,0,0,Fat,Fitness,Fitness,Fit,Fat,0.0,2,0,0,Desktop,1.0,0.0,TUR,25.0,high,male,50000,0.17,0.0,1
aZmqnXMJQnuJaXmkH,-1885750308_2291080717025430.0,2291080717025430.0,5,0,1,0,2,Young,Age,Age,Young,Old,1.0,3,0,1,Desktop,1.0,0.0,TUR,25.0,high,male,50000,0.17,0.0,1
gECZyHcQFeKTwf8Ao,-1885750308_2291080717025430.0,2291080717025430.0,3,0,1,0,0,Young,Age,Age,Young,Old,1.0,3,0,1,Desktop,0.0,0.0,TUR,25.0,high,male,50000,0.17,0.0,1
vYL5waHe6svz4rqAR,-1885750308_2291080717025430.0,2291080717025430.0,13,0,1,0,2,Female,Gender,Gender,Male,Female,0.0,4,0,0,Desktop,1.0,0.0,TUR,25.0,high,male,50000,0.17,0.0,1
xGp3gYHqry5govk3m,-1885750308_2291080717025430.0,2291080717025430.0,1,0,0,0,0,Pets,Species,Species,Hoomans,Pets,0.0,5,0,0,Desktop,1.0,1.0,TUR,25.0,high,male,50000,0.17,0.0,1
48AMorQ5iufLdPvsN,-1882247097_5729630258083526.0,5729630258083530.0,2,0,1,0,0,Male,Gender,Gender,Male,Female,1.0,2,0,0,Desktop,0.0,0.0,FIN,16.0,underHigh,female,50000,0.02,0.0,1
4JKBBownHJracPdEs,-1882247097_5729630258083526.0,5729630258083530.0,11,0,1,0,1,Pets,Species,Species,Hoomans,Pets,0.0,2,0,1,Desktop,0.0,0.0,FIN,16.0,underHigh,female,50000,0.02,0.0,1
73tjPyzLxjvi8Lia3,-1882247097_5729630258083526.0,5729630258083530.0,10,0,1,0,2,Less,Utilitarian,Utilitarian,More,Less,0.0,4,1,0,Desktop,0.0,0.0,FIN,16.0,underHigh,female,50000,0.02,0.0,1
Bwpv3zCJPn4PiHiiB,-1882247097_5729630258083526.0,5729630258083530.0,13,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,1,0,Desktop,0.0,1.0,FIN,16.0,underHigh,female,50000,0.02,0.0,1
MrMEBctT9GH2TCDqL,-1882247097_5729630258083526.0,5729630258083530.0,7,0,1,0,2,Old,Age,Age,Young,Old,0.0,5,0,0,Desktop,0.0,1.0,FIN,16.0,underHigh,female,50000,0.02,0.0,1
i7ts5rH66HhFxMNnR,-1882247097_5729630258083526.0,5729630258083530.0,6,0,1,0,1,Fat,Fitness,Fitness,Fit,Fat,0.0,3,0,0,Desktop,0.0,0.0,FIN,16.0,underHigh,female,50000,0.02,0.0,1
nLHQeadADQaaGmnai,-1882247097_5729630258083526.0,5729630258083530.0,12,0,0,0,0,Male,Gender,Gender,Male,Female,1.0,4,0,1,Desktop,0.0,1.0,FIN,16.0,underHigh,female,50000,0.02,0.0,1
of8AmiynEGJmK6hbX,-1882247097_5729630258083526.0,5729630258083530.0,9,0,0,1,0,Rand,Random,Random,,,,3,1,0,Desktop,0.0,1.0,FIN,16.0,underHigh,female,50000,0.02,0.0,1
szYJDdQYgpCuxTQiJ,-1882247097_5729630258083526.0,5729630258083530.0,8,0,0,0,1,Pets,Species,Species,Hoomans,Pets,0.0,2,0,1,Desktop,0.0,0.0,FIN,16.0,underHigh,female,50000,0.02,0.0,1
tScSFrwKqvb9M8Gae,-1882247097_5729630258083526.0,5729630258083530.0,3,0,0,0,0,Fat,Fitness,Fitness,Fit,Fat,0.0,2,0,0,Desktop,0.0,0.0,FIN,16.0,underHigh,female,50000,0.02,0.0,1
wGdZ5J3DYjNbGeSnD,-1882247097_5729630258083526.0,5729630258083530.0,1,0,0,0,1,Young,Age,Age,Young,Old,1.0,4,0,1,Desktop,0.0,1.0,FIN,16.0,underHigh,female,50000,0.02,0.0,1
2QdwrQq2ZFBEiBTHs,-1878650813_4991477293100302.0,4991477293100300.0,13,0,1,0,1,Less,Utilitarian,Utilitarian,More,Less,0.0,3,2,0,Desktop,1.0,1.0,BEL,21.0,college,male,under5000,0.17,0.64,1
BziHSsMZp6AS3XXcz,-1878650813_4991477293100302.0,4991477293100300.0,2,0,0,1,0,Female,Gender,Gender,Male,Female,0.0,5,0,1,Desktop,1.0,1.0,BEL,21.0,college,male,under5000,0.17,0.64,1
